BAIT	IP_Sample_ID	Rank	Uniq_Pep	Acc__	Num_Unique	X__Cov	Best_Disc_Score	Best_Expect_Val	Protein_MW	Species	Protein_Name
negative	hIP20-01	[17]		Q8WWM7	2	4.5	1.15	0.0044	113374.5	HOMO SAPIENS	ATX2L_HUMAN Ataxin-2-like protein
negative	hIP20-01	[18]		O95678	1	2.2	2.2	0.00093	59504.8	HOMO SAPIENS	K2C75_HUMAN Keratin, type II cytoskeletal 75
negative	hIP20-01	[19]		P68363	1	2.2	1.64	0.00037	50152.1	HOMO SAPIENS	TBA1B_HUMAN Tubulin alpha-1B chain
negative	hIP20-01	[1]		Q13085	57	32.7	4.51	8.4e-07	265556.2	HOMO SAPIENS	COA1_HUMAN Acetyl-CoA carboxylase 1
negative	hIP20-01	[20]		P62805	1	11.7	1.51	0.00076	11367.4	HOMO SAPIENS	H4_HUMAN Histone H4
negative	hIP20-01	[21]		P35580	1	1.1	1.22	0.0024	228941	HOMO SAPIENS	MYH10_HUMAN Myosin-10
negative	hIP20-01	[22]		P62318	1	7.9	0.91	0.0047	13916.4	HOMO SAPIENS	SMD3_HUMAN Small nuclear ribonucleoprotein Sm D3
negative	hIP20-01	[23]		Q07020	1	6.9	0.79	0.0061	21634.7	HOMO SAPIENS	RL18_HUMAN 60S ribosomal protein L18
negative	hIP20-01	[24]		O60814	1	7.1	0.71	0.0034	13890.3	HOMO SAPIENS	H2B1K_HUMAN Histone H2B type 1-K
negative	hIP20-01	[25]		P35579	1	1.1	0.47	0.0034	226534.2	HOMO SAPIENS	MYH9_HUMAN Myosin-9
negative	hIP20-01	[2]		P11498	48	54.2	5.24	5.2e-08	129634.7	HOMO SAPIENS	PYC_HUMAN Pyruvate carboxylase, mitochondrial precursor
negative	hIP20-01	[3]		Q9HCC0	23	52	5.69	2e-08	61333.7	HOMO SAPIENS	MCCC2_HUMAN Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial precursor
negative	hIP20-01	[4]		P11182	13	46.3	4.74	1.9e-06	53487.5	HOMO SAPIENS	ODB2_HUMAN Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial precursor
negative	hIP20-01	[5]		P05166	9	24.7	4.93	7e-07	58216.2	HOMO SAPIENS	PCCB_HUMAN Propionyl-CoA carboxylase beta chain, mitochondrial precursor
negative	hIP20-01	[6-1]	6	P35908	7	22	3.84	9.6e-06	65865.8	HOMO SAPIENS	K22E_HUMAN Keratin, type II cytoskeletal 2 epidermal
negative	hIP20-01	[6]		P04264	10	18.2	4.2	7e-06	66018.2	HOMO SAPIENS	K2C1_HUMAN Keratin, type II cytoskeletal 1
negative	hIP20-01	[7]		P13645	9	21.2	5.65	7.1e-09	59511.1	HOMO SAPIENS	K1C10_HUMAN Keratin, type I cytoskeletal 10
negative	hIP20-01	[8]		P05165	11	24.5	2.63	1e-04	77354.4	HOMO SAPIENS	PCCA_HUMAN Propionyl-CoA carboxylase alpha chain, mitochondrial precursor
negative	hIP20-01	[9]		P35527	4	12.8	3.16	3.1e-05	62129.9	HOMO SAPIENS	K1C9_HUMAN Keratin, type I cytoskeletal 9
negative	hIP20-22	[10]		P68363	4	12.2	3.65	2e-06	50152.1	HOMO SAPIENS	TBA1B_HUMAN Tubulin alpha-1B chain
negative	hIP20-22	[11]		P54105	3	23.6	4.04	1.5e-06	26215.5	HOMO SAPIENS	ICLN_HUMAN Methylosome subunit pICln
negative	hIP20-22	[12]		O75688	3	7.1	3.42	7.2e-05	52643.1	HOMO SAPIENS	PPM1B_HUMAN Protein phosphatase 1B
negative	hIP20-22	[13-1]	1	P11142	3	5.6	3.07	6.3e-06	70898.7	HOMO SAPIENS	HSP7C_HUMAN Heat shock cognate 71 kDa protein
negative	hIP20-22	[13]		P08107	3	5.6	3.07	6.3e-06	70052.8	HOMO SAPIENS	HSP71_HUMAN Heat shock 70 kDa protein 1
negative	hIP20-22	[14]		P63261	2	7.7	4.2	2e-07	41793.2	HOMO SAPIENS	ACTG_HUMAN Actin, cytoplasmic 2
negative	hIP20-22	[15]		P22626	2	7.1	2.63	9.3e-05	37430	HOMO SAPIENS	ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1
negative	hIP20-22	[16]		Q01804	1	1.4	4.78	2.6e-07	124045.5	HOMO SAPIENS	OTUD4_HUMAN OTU domain-containing protein 4
negative	hIP20-22	[17]		P62269	2	13.2	2.6	0.00019	17718.8	HOMO SAPIENS	RS18_HUMAN 40S ribosomal protein S18
negative	hIP20-22	[18]		P62851	3	24.8	1.81	0.00033	13742.2	HOMO SAPIENS	RS25_HUMAN 40S ribosomal protein S25
negative	hIP20-22	[19]		P62829	1	14.3	4.72	7.6e-07	14865.6	HOMO SAPIENS	RL23_HUMAN 60S ribosomal protein L23
negative	hIP20-22	[1]		P23588	18	37.3	4.93	3.1e-08	69224.7	HOMO SAPIENS	IF4B_HUMAN Eukaryotic translation initiation factor 4B
negative	hIP20-22	[20]		Q09028	1	3.5	4.15	5.1e-07	47656.1	HOMO SAPIENS	RBBP4_HUMAN Histone-binding protein RBBP4
negative	hIP20-22	[21]		Q96HS1	2	6.6	2.17	0.0039	32004.7	HOMO SAPIENS	PGAM5_HUMAN Phosphoglycerate mutase family member 5 precursor
negative	hIP20-22	[22]		P52732	3	2.7	1.58	0.0018	119160	HOMO SAPIENS	KIF11_HUMAN Kinesin-like protein KIF11
negative	hIP20-22	[23]		P15880	2	7.5	1.87	0.00034	31324.7	HOMO SAPIENS	RS2_HUMAN 40S ribosomal protein S2
negative	hIP20-22	[24]		P01614	1	11.3	3.55	3.6e-06	12676.4	HOMO SAPIENS	KV201_HUMAN Ig kappa chain V-II region Cum
negative	hIP20-22	[25]		P57721	1	5.9	3.42	6.9e-06	35938.6	HOMO SAPIENS	PCBP3_HUMAN Poly(rC)-binding protein 3
negative	hIP20-22	[26]		Q99417	2	19.4	1.67	0.0023	11966.8	HOMO SAPIENS	MYCBP_HUMAN C-Myc-binding protein
negative	hIP20-22	[27]		P84090	2	16.3	1.78	0.00066	12259.1	HOMO SAPIENS	ERH_HUMAN Enhancer of rudimentary homolog
negative	hIP20-22	[28]		Q86U42	1	5.6	2.8	8.6e-05	32749.3	HOMO SAPIENS	PABP2_HUMAN Polyadenylate-binding protein 2
negative	hIP20-22	[29]		P52272	2	3	1.71	0.00026	77516.4	HOMO SAPIENS	HNRPM_HUMAN Heterogeneous nuclear ribonucleoprotein M
negative	hIP20-22	[2]		O14744	13	24	3.97	9.9e-06	72684.5	HOMO SAPIENS	ANM5_HUMAN Protein arginine N-methyltransferase 5
negative	hIP20-22	[30]		Q9NYF8	2	1.8	1.48	0.0012	106122.9	HOMO SAPIENS	BCLF1_HUMAN Bcl-2-associated transcription factor 1
negative	hIP20-22	[31]		Q00839	2	3.4	1.71	0.00023	90514.1	HOMO SAPIENS	HNRPU_HUMAN Heterogeneous nuclear ribonucleoprotein U
negative	hIP20-22	[32]		Q9Y6Y0	2	3	1.64	0.00067	71730.1	HOMO SAPIENS	NS1BP_HUMAN Influenza virus NS1A-binding protein
negative	hIP20-22	[33]		Q15750	2	4	1.59	0.0013	54644.6	HOMO SAPIENS	TAB1_HUMAN Mitogen-activated protein kinase kinase kinase 7-interacting protein 1
negative	hIP20-22	[34]		P62316	1	8.5	2.55	4.6e-05	13527	HOMO SAPIENS	SMD2_HUMAN Small nuclear ribonucleoprotein Sm D2
negative	hIP20-22	[35]		P23528	1	7.8	2.39	0.00031	18502.7	HOMO SAPIENS	COF1_HUMAN Cofilin-1
negative	hIP20-22	[36]		P62318	1	7.9	2.04	0.00087	13916.4	HOMO SAPIENS	SMD3_HUMAN Small nuclear ribonucleoprotein Sm D3
negative	hIP20-22	[37]		Q5W0B1	2	2.5	1.21	0.0013	81117.2	HOMO SAPIENS	CM007_HUMAN RING finger protein C13orf7
negative	hIP20-22	[38]		P61247	2	5.7	1.24	0.0011	29945.2	HOMO SAPIENS	RS3A_HUMAN 40S ribosomal protein S3a
negative	hIP20-22	[39]		P14678	1	8.8	1.82	0.00033	24610.3	HOMO SAPIENS	RSMB_HUMAN Small nuclear ribonucleoprotein-associated proteins B and B'
negative	hIP20-22	[3]		Q9BQA1	9	32.5	4.77	1.4e-07	36724.7	HOMO SAPIENS	MEP50_HUMAN Methylosome protein 50
negative	hIP20-22	[40]		P13645	2	2.7	0.83	0.0058	59511.1	HOMO SAPIENS	K1C10_HUMAN Keratin, type I cytoskeletal 10
negative	hIP20-22	[41]		P68431	1	8.1	1.4	0.0026	15404.2	HOMO SAPIENS	H31_HUMAN Histone H3.1
negative	hIP20-22	[42]		O60812	1	3.1	1.39	0.00063	32142.6	HOMO SAPIENS	HNRCL_HUMAN Heterogeneous nuclear ribonucleoprotein C-like 1
negative	hIP20-22	[43]		P62263	1	7.3	1.36	0.00062	16272.9	HOMO SAPIENS	RS14_HUMAN 40S ribosomal protein S14
negative	hIP20-22	[44]		P23284	1	4.3	1.35	0.0043	22742.5	HOMO SAPIENS	PPIB_HUMAN Peptidyl-prolyl cis-trans isomerase B precursor
negative	hIP20-22	[45]		P39019	1	6.9	1.31	0.007	16060.6	HOMO SAPIENS	RS19_HUMAN 40S ribosomal protein S19
negative	hIP20-22	[46]		Q00059	1	4.1	1.28	0.002	29096.9	HOMO SAPIENS	TFAM_HUMAN Transcription factor A, mitochondrial precursor
negative	hIP20-22	[47]		P17844	1	2	1.21	0.0019	69148.7	HOMO SAPIENS	DDX5_HUMAN Probable ATP-dependent RNA helicase DDX5
negative	hIP20-22	[48]		P62857	1	13	1.16	0.0052	7841.1	HOMO SAPIENS	RS28_HUMAN 40S ribosomal protein S28
negative	hIP20-22	[49]		P62266	1	7.7	1.13	0.0018	15807.7	HOMO SAPIENS	RS23_HUMAN 40S ribosomal protein S23
negative	hIP20-22	[4]		O60814	9	44.4	4.22	3.9e-07	13890.3	HOMO SAPIENS	H2B1K_HUMAN Histone H2B type 1-K
negative	hIP20-22	[50]		P55081	1	1.8	1.11	0.0023	51855.7	HOMO SAPIENS	MFAP1_HUMAN Microfibrillar-associated protein 1
negative	hIP20-22	[51]		P38159	2	4.3	0.69	0.0048	42332.2	HOMO SAPIENS	HNRPG_HUMAN Heterogeneous nuclear ribonucleoprotein G
negative	hIP20-22	[52]		P31943	1	2	1.03	0.0095	49229.9	HOMO SAPIENS	HNRH1_HUMAN Heterogeneous nuclear ribonucleoprotein H
negative	hIP20-22	[53]		P62280	1	6.3	0.87	0.0058	18430.9	HOMO SAPIENS	RS11_HUMAN 40S ribosomal protein S11
negative	hIP20-22	[54]		P30050	1	5.5	0.62	0.0026	17818.7	HOMO SAPIENS	RL12_HUMAN 60S ribosomal protein L12
negative	hIP20-22	[55]		Q15233	1	3.2	0.61	0.0043	54232	HOMO SAPIENS	NONO_HUMAN Non-POU domain-containing octamer-binding protein
negative	hIP20-22	[56]		P25398	1	7.6	0.57	0.0088	14526	HOMO SAPIENS	RS12_HUMAN 40S ribosomal protein S12
negative	hIP20-22	[5]		P62805	7	48.5	3.14	7.4e-05	11367.4	HOMO SAPIENS	H4_HUMAN Histone H4
negative	hIP20-22	[6]		P0C0S8	5	40.8	4.63	4.6e-07	14091.6	HOMO SAPIENS	H2A1_HUMAN Histone H2A type 1
negative	hIP20-22	[7]		P07437	7	23.6	2.42	5.8e-05	49671.3	HOMO SAPIENS	TBB5_HUMAN Tubulin beta chain
negative	hIP20-22	[8]		P98175	8	10.5	2.05	0.00018	103460.3	HOMO SAPIENS	RBM10_HUMAN RNA-binding protein 10
negative	hIP20-22	[9]		Q15208	4	9.5	4.43	3e-07	54190.7	HOMO SAPIENS	STK38_HUMAN Serine/threonine-protein kinase 38
negative	hIP22-01	[10]		P62805	4	38.8	3.41	3.1e-05	11367.4	HOMO SAPIENS	H4_HUMAN Histone H4
negative	hIP22-01	[11]		P09651	3	12.9	4.8	7.7e-08	38846.1	HOMO SAPIENS	ROA1_HUMAN Heterogeneous nuclear ribonucleoprotein A1
negative	hIP22-01	[12]		P60709	4	13.3	3.22	1.4e-06	41737.1	HOMO SAPIENS	ACTB_HUMAN Actin, cytoplasmic 1
negative	hIP22-01	[13]		P25398	2	24.2	5	6.4e-08	14526	HOMO SAPIENS	RS12_HUMAN 40S ribosomal protein S12
negative	hIP22-01	[14]		P62829	2	21.4	5.09	2.7e-08	14865.6	HOMO SAPIENS	RL23_HUMAN 60S ribosomal protein L23
negative	hIP22-01	[15]		Q9NYF8	6	4.6	1.82	0.00027	106122.9	HOMO SAPIENS	BCLF1_HUMAN Bcl-2-associated transcription factor 1
negative	hIP22-01	[16-1]	2	P08107	3	8.9	2.38	9.4e-05	70052.8	HOMO SAPIENS	HSP71_HUMAN Heat shock 70 kDa protein 1
negative	hIP22-01	[16]		P11142	3	6.2	3.07	1.1e-05	70898.7	HOMO SAPIENS	HSP7C_HUMAN Heat shock cognate 71 kDa protein
negative	hIP22-01	[17]		P07437	3	8.1	2.64	2.6e-05	49671.3	HOMO SAPIENS	TBB5_HUMAN Tubulin beta chain
negative	hIP22-01	[18]		Q01804	2	2.3	4.14	3e-07	124045.5	HOMO SAPIENS	OTUD4_HUMAN OTU domain-containing protein 4
negative	hIP22-01	[19]		P22626	3	7.9	2.41	1e-04	37430	HOMO SAPIENS	ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1
negative	hIP22-01	[20]		P68431	4	25	2.17	0.00018	15404.2	HOMO SAPIENS	H31_HUMAN Histone H3.1
negative	hIP22-01	[2-1]	1	P58876	11	65.9	3.8	3e-06	13936.3	HOMO SAPIENS	H2B1D_HUMAN Histone H2B type 1-D
negative	hIP22-01	[21]		P06748	3	4.8	2.74	4.6e-05	32575.3	HOMO SAPIENS	NPM_HUMAN Nucleophosmin
negative	hIP22-01	[2-2]	2	O60814	11	65.9	3.8	3e-06	13890.3	HOMO SAPIENS	H2B1K_HUMAN Histone H2B type 1-K
negative	hIP22-01	[22]		P05141	1	7.7	6.2	5.3e-10	32895.6	HOMO SAPIENS	ADT2_HUMAN ADP/ATP translocase 2
negative	hIP22-01	[2-3]	2	P57053	11	65.9	3.8	3e-06	13944.3	HOMO SAPIENS	H2BFS_HUMAN Histone H2B type F-S
negative	hIP22-01	[23]		Q9Y2W1	2	3.4	2.94	1.2e-05	108666.6	HOMO SAPIENS	TR150_HUMAN Thyroid hormone receptor-associated protein 3
negative	hIP22-01	[2-4]	2	Q16778	11	65.9	3.8	3e-06	13920.3	HOMO SAPIENS	H2B2E_HUMAN Histone H2B type 2-E
negative	hIP22-01	[24]		Q8WWY3	3	4.8	1.92	0.00015	55456.5	HOMO SAPIENS	PRP31_HUMAN U4/U6 small nuclear ribonucleoprotein Prp31
negative	hIP22-01	[2-5]	1	Q8N257	11	61.9	3.8	3e-06	13908.2	HOMO SAPIENS	H2B3B_HUMAN Histone H2B type 3-B
negative	hIP22-01	[25]		Q15208	1	3.7	4.06	1.6e-06	54190.7	HOMO SAPIENS	STK38_HUMAN Serine/threonine-protein kinase 38
negative	hIP22-01	[2-6]	3	P06899	11	65.9	3.8	3e-06	13904.3	HOMO SAPIENS	H2B1J_HUMAN Histone H2B type 1-J
negative	hIP22-01	[26]		P07910	2	8.2	2.02	0.00033	33670.3	HOMO SAPIENS	HNRPC_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2
negative	hIP22-01	[2-7]	1	P62807	10	62.4	3.8	3e-06	13819.2	HOMO SAPIENS	H2B1C_HUMAN Histone H2B type 1-C/E/F/G/I
negative	hIP22-01	[27]		P42677	2	25	1.98	0.00053	9461.2	HOMO SAPIENS	RS27_HUMAN 40S ribosomal protein S27
negative	hIP22-01	[2-8]	1	P23527	10	56.3	3.8	3e-06	13906.3	HOMO SAPIENS	H2B1O_HUMAN Histone H2B type 1-O
negative	hIP22-01	[28]		P23246	1	2.1	3.52	1.2e-06	76150	HOMO SAPIENS	SFPQ_HUMAN Splicing factor, proline- and glutamine-rich
negative	hIP22-01	[2-9]	1	P33778	10	56.3	3.8	3e-06	13950.3	HOMO SAPIENS	H2B1B_HUMAN Histone H2B type 1-B
negative	hIP22-01	[29]		Q13547	1	2.7	3.47	9.5e-07	55103.5	HOMO SAPIENS	HDAC1_HUMAN Histone deacetylase 1
negative	hIP22-01	[2]		Q99880	12	71.4	3.8	3e-06	13952.3	HOMO SAPIENS	H2B1L_HUMAN Histone H2B type 1-L
negative	hIP22-01	[30]		P35527	1	2.6	3.24	5.3e-06	62129.9	HOMO SAPIENS	K1C9_HUMAN Keratin, type I cytoskeletal 9
negative	hIP22-01	[31]		P35268	1	10.2	2.86	6.7e-06	14787.1	HOMO SAPIENS	RL22_HUMAN 60S ribosomal protein L22
negative	hIP22-01	[32]		Q13409	1	5.3	2.76	0.00074	71457.2	HOMO SAPIENS	DC1I2_HUMAN Cytoplasmic dynein 1 intermediate chain 2
negative	hIP22-01	[33]		P52732	2	2	1.49	0.0012	119160	HOMO SAPIENS	KIF11_HUMAN Kinesin-like protein KIF11
negative	hIP22-01	[34]		P57721	1	3.2	2.5	7.8e-05	35938.6	HOMO SAPIENS	PCBP3_HUMAN Poly(rC)-binding protein 3
negative	hIP22-01	[35]		P62269	1	7.2	2.32	0.00022	17718.8	HOMO SAPIENS	RS18_HUMAN 40S ribosomal protein S18
negative	hIP22-01	[36]		P01614	1	11.3	2.29	1.5e-05	12676.4	HOMO SAPIENS	KV201_HUMAN Ig kappa chain V-II region Cum
negative	hIP22-01	[37]		P62988	1	21.1	2.28	0.00047	8564.9	HOMO SAPIENS	UBIQ_HUMAN Ubiquitin
negative	hIP22-01	[38]		P62241	1	6.2	2.24	8e-05	24205.4	HOMO SAPIENS	RS8_HUMAN 40S ribosomal protein S8
negative	hIP22-01	[39]		P62263	1	7.3	2.16	0.00011	16272.9	HOMO SAPIENS	RS14_HUMAN 40S ribosomal protein S14
negative	hIP22-01	[3]		O14744	10	15.1	3.51	4.7e-05	72684.5	HOMO SAPIENS	ANM5_HUMAN Protein arginine N-methyltransferase 5
negative	hIP22-01	[40]		Q09028	1	3.5	2.11	3.4e-05	47656.1	HOMO SAPIENS	RBBP4_HUMAN Histone-binding protein RBBP4
negative	hIP22-01	[41]		P50991	1	2	1.82	0.00034	57924.8	HOMO SAPIENS	TCPD_HUMAN T-complex protein 1 subunit delta
negative	hIP22-01	[42]		P39019	2	13.1	1.02	0.0048	16060.6	HOMO SAPIENS	RS19_HUMAN 40S ribosomal protein S19
negative	hIP22-01	[43]		P31943	3	8	0.75	0.0048	49229.9	HOMO SAPIENS	HNRH1_HUMAN Heterogeneous nuclear ribonucleoprotein H
negative	hIP22-01	[44]		O75386	1	6.8	1.62	0.00064	49642.6	HOMO SAPIENS	TULP3_HUMAN Tubby-related protein 3
negative	hIP22-01	[45]		P62857	1	15.9	1.45	0.0024	7841.1	HOMO SAPIENS	RS28_HUMAN 40S ribosomal protein S28
negative	hIP22-01	[46]		P43243	1	1.1	1.45	6e-04	94624	HOMO SAPIENS	MATR3_HUMAN Matrin-3
negative	hIP22-01	[47]		Q14103	1	3.9	1.39	0.0043	38434.5	HOMO SAPIENS	HNRPD_HUMAN Heterogeneous nuclear ribonucleoprotein D0
negative	hIP22-01	[48]		P21333	1	0.7	1.38	0.00082	280741.3	HOMO SAPIENS	FLNA_HUMAN Filamin-A
negative	hIP22-01	[49]		P15880	1	3.8	1.32	0.00032	31324.7	HOMO SAPIENS	RS2_HUMAN 40S ribosomal protein S2
negative	hIP22-01	[4]		P98175	13	12.4	2.38	8e-05	103460.3	HOMO SAPIENS	RBM10_HUMAN RNA-binding protein 10
negative	hIP22-01	[50]		P62851	1	11.2	1.23	0.00047	13742.2	HOMO SAPIENS	RS25_HUMAN 40S ribosomal protein S25
negative	hIP22-01	[51]		Q92804	1	1.5	1.01	0.00048	61830.4	HOMO SAPIENS	RBP56_HUMAN TATA-binding protein-associated factor 2N
negative	hIP22-01	[52]		Q92841	1	2.3	0.94	0.0019	72372.1	HOMO SAPIENS	DDX17_HUMAN Probable ATP-dependent RNA helicase DDX17
negative	hIP22-01	[53]		Q9Y3B4	1	6.4	0.93	0.0011	14585	HOMO SAPIENS	PM14_HUMAN Pre-mRNA branch site protein p14
negative	hIP22-01	[54]		Q13151	1	5.2	0.89	0.0011	30840.9	HOMO SAPIENS	ROA0_HUMAN Heterogeneous nuclear ribonucleoprotein A0
negative	hIP22-01	[55]		P49368	1	4.8	0.89	0.0071	60534.5	HOMO SAPIENS	TCPG_HUMAN T-complex protein 1 subunit gamma
negative	hIP22-01	[56]		Q5W0B1	1	1.2	0.62	0.0051	81117.2	HOMO SAPIENS	CM007_HUMAN RING finger protein C13orf7
negative	hIP22-01	[57]		Q9Y2X3	1	2.8	0.62	0.0014	59578.7	HOMO SAPIENS	NOL5_HUMAN Nucleolar protein 5
negative	hIP22-01	[58]		P08865	1	4.4	0.54	0.006	32854.4	HOMO SAPIENS	RSSA_HUMAN 40S ribosomal protein SA
negative	hIP22-01	[59]		O75526	1	2.3	0.53	0.01	42784.5	HOMO SAPIENS	HNRGT_HUMAN RNA-binding motif protein, X-linked-like-2
negative	hIP22-01	[5]		P16403	8	40.8	4	8.6e-07	21364.9	HOMO SAPIENS	H12_HUMAN Histone H1.2
negative	hIP22-01	[6]		Q9BQA1	6	14.9	4.55	2.2e-07	36724.7	HOMO SAPIENS	MEP50_HUMAN Methylosome protein 50
negative	hIP22-01	[7]		Q00839	6	11.2	4.33	2.7e-07	90514.1	HOMO SAPIENS	HNRPU_HUMAN Heterogeneous nuclear ribonucleoprotein U
negative	hIP22-01	[8]		P54105	4	29.1	4.1	4.9e-07	26215.5	HOMO SAPIENS	ICLN_HUMAN Methylosome subunit pICln
negative	hIP22-01	[9]		O75688	4	9.8	3.31	6.5e-05	52643.1	HOMO SAPIENS	PPM1B_HUMAN Protein phosphatase 1B
negative	hIP22-01	[1]		P23588	19	34.5	4.17	4.3e-07	69224.7	HOMO SAPIENS	IF4B_HUMAN Eukaryotic translation initiation factor 4B
negative	hIP24-01	[10]		P11142	1	2.2	3.46	1e-06	70898.7	HOMO SAPIENS	HSP7C_HUMAN Heat shock cognate 71 kDa protein
negative	hIP24-01	[11]		Q9BQA1	2	7.6	2.01	0.00034	36724.7	HOMO SAPIENS	MEP50_HUMAN Methylosome protein 50
negative	hIP24-01	[12]		Q15208	1	3.7	3.34	7.5e-06	54190.7	HOMO SAPIENS	STK38_HUMAN Serine/threonine-protein kinase 38
negative	hIP24-01	[13]		P46781	1	7.7	3.08	2.9e-05	22591.6	HOMO SAPIENS	RS9_HUMAN 40S ribosomal protein S9
negative	hIP24-01	[14]		Q09028	1	3.5	2.86	3.4e-05	47656.1	HOMO SAPIENS	RBBP4_HUMAN Histone-binding protein RBBP4
negative	hIP24-01	[15]		P62269	2	15.1	1.56	0.002	17718.8	HOMO SAPIENS	RS18_HUMAN 40S ribosomal protein S18
negative	hIP24-01	[16]		P22090	1	3.8	2.61	8.1e-05	29455.9	HOMO SAPIENS	RS4Y1_HUMAN 40S ribosomal protein S4, Y isoform 1
negative	hIP24-01	[17]		P62829	1	7.1	2.5	0.00027	14865.6	HOMO SAPIENS	RL23_HUMAN 60S ribosomal protein L23
negative	hIP24-01	[18]		Q01804	1	1.4	2.48	9e-05	124045.5	HOMO SAPIENS	OTUD4_HUMAN OTU domain-containing protein 4
negative	hIP24-01	[19]		P50991	1	2	2.16	0.00029	57924.8	HOMO SAPIENS	TCPD_HUMAN T-complex protein 1 subunit delta
negative	hIP24-01	[1]		P23588	12	20.9	4.37	6.8e-07	69224.7	HOMO SAPIENS	IF4B_HUMAN Eukaryotic translation initiation factor 4B
negative	hIP24-01	[20]		P62316	1	8.5	1.7	0.0015	13527	HOMO SAPIENS	SMD2_HUMAN Small nuclear ribonucleoprotein Sm D2
negative	hIP24-01	[21]		P22626	2	5.1	0.96	0.0041	37430	HOMO SAPIENS	ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1
negative	hIP24-01	[22]		P62857	1	15.9	1.46	0.0038	7841.1	HOMO SAPIENS	RS28_HUMAN 40S ribosomal protein S28
negative	hIP24-01	[23]		Q9Y6Y0	1	1.6	1.46	0.00029	71730.1	HOMO SAPIENS	NS1BP_HUMAN Influenza virus NS1A-binding protein
negative	hIP24-01	[24]		P62249	1	6.8	1.4	0.0021	16445.5	HOMO SAPIENS	RS16_HUMAN 40S ribosomal protein S16
negative	hIP24-01	[25]		Q5W0B1	2	2.3	0.71	0.0044	81117.2	HOMO SAPIENS	CM007_HUMAN RING finger protein C13orf7
negative	hIP24-01	[26]		P98175	1	0.9	1.02	0.0027	103460.3	HOMO SAPIENS	RBM10_HUMAN RNA-binding protein 10
negative	hIP24-01	[27]		O60814	1	6.3	0.89	0.0051	13890.3	HOMO SAPIENS	H2B1K_HUMAN Histone H2B type 1-K
negative	hIP24-01	[28]		O75122	1	0.8	0.86	0.0072	141133.9	HOMO SAPIENS	CLAP2_HUMAN CLIP-associating protein 2
negative	hIP24-01	[29]		P50990	1	1.6	0.77	0.0047	59621.1	HOMO SAPIENS	TCPQ_HUMAN T-complex protein 1 subunit theta
negative	hIP24-01	[2]		O14744	7	8.6	3.56	6.3e-06	72684.5	HOMO SAPIENS	ANM5_HUMAN Protein arginine N-methyltransferase 5
negative	hIP24-01	[30]		P25705	1	1.4	0.77	0.0063	59751.1	HOMO SAPIENS	ATPA_HUMAN ATP synthase subunit alpha, mitochondrial precursor
negative	hIP24-01	[31]		P54105	1	5.1	0.68	0.0063	26215.5	HOMO SAPIENS	ICLN_HUMAN Methylosome subunit pICln
negative	hIP24-01	[32]		Q9Y2W1	1	1.3	0.53	0.0086	108666.6	HOMO SAPIENS	TR150_HUMAN Thyroid hormone receptor-associated protein 3
negative	hIP24-01	[33]		Q9Y3F4	1	4.3	0.52	0.007	38438.6	HOMO SAPIENS	STRAP_HUMAN Serine-threonine kinase receptor-associated protein
negative	hIP24-01	[3]		P62937	4	44.2	5.21	2.8e-08	18012.7	HOMO SAPIENS	PPIA_HUMAN Peptidyl-prolyl cis-trans isomerase A
negative	hIP24-01	[4]		P39019	4	26.2	1.92	0.00081	16060.6	HOMO SAPIENS	RS19_HUMAN 40S ribosomal protein S19
negative	hIP24-01	[5]		P07437	2	5.6	2.93	1.9e-05	49671.3	HOMO SAPIENS	TBB5_HUMAN Tubulin beta chain
negative	hIP24-01	[6]		P60709	2	7.5	2.4	3.8e-05	41737.1	HOMO SAPIENS	ACTB_HUMAN Actin, cytoplasmic 1
negative	hIP24-01	[7]		P52732	3	2.3	1.52	0.0083	119160	HOMO SAPIENS	KIF11_HUMAN Kinesin-like protein KIF11
negative	hIP24-01	[8]		P02768	1	2.5	3.72	5e-06	69367.4	HOMO SAPIENS	ALBU_HUMAN Serum albumin precursor
negative	hIP24-01	[9]		Q14011	2	9.9	2.13	2e-04	18648.1	HOMO SAPIENS	CIRBP_HUMAN Cold-inducible RNA-binding protein
negative	hIP25-01	[10]		P07437	4	10.4	3.32	1.1e-05	49671.3	HOMO SAPIENS	TBB5_HUMAN Tubulin beta chain
negative	hIP25-01	[11-1]	2	P08107	4	7.3	2.74	3.2e-05	70052.8	HOMO SAPIENS	HSP71_HUMAN Heat shock 70 kDa protein 1
negative	hIP25-01	[11-2]	2	P34931	4	7.3	2.74	3.2e-05	70375.6	HOMO SAPIENS	HS71L_HUMAN Heat shock 70 kDa protein 1L
negative	hIP25-01	[11]		P11142	5	9.6	2.81	3.2e-05	70898.7	HOMO SAPIENS	HSP7C_HUMAN Heat shock cognate 71 kDa protein
negative	hIP25-01	[12]		P63261	4	14.7	2.97	1.3e-05	41793.2	HOMO SAPIENS	ACTG_HUMAN Actin, cytoplasmic 2
